street_name,municipality,postcode,count
Kolonnenweg,Henneberg,98617,1
Kolonnenweg,Hellingen,98663,1
Kolonnenweg,Asbach-Sickenberg,37318,1
Koloniestraße,Nürnberg,90449,1
Koloniestraße,Mechernich,53894,1
Koloniestraße,Leipzig,04159,1
Kolonie,Kleinfurra,99735,1
Kolpingstraße,Gronau,48599,1
Kolpingstraße,Harthausen,67376,1
Kolpingstraße,Holzwickede,59439,1
Kolpingstraße,Saterland,26683,1
Kolpingweg,Eberbach,69412,1
Kolpingweg,Betzigau,87488,1
Kolpingstraße,Werne,59368,1
Kolpingstraße,Weilerswist,53919,1
Kolpingstraße,Weeze,47652,1
Kolpingstraße,Wallenhorst,49134,1
Kolpingstraße,Vreden,48691,1
Kolpingstraße,Velen,46342,1
Kolpingstraße,Schwarzach am Main,97359,1
Kolpingstraße,Schmallenberg,57392,1
Kolpingstraße,Saerbeck,48369,1
Kolpingstraße,Immenreuth,95505,1
Kolpingstraße,Rülzheim,76761,1
Kolpingstraße,Recke,49509,1
Kolpingstraße,Prüm,54595,1
Kolpingstraße,Osterhofen,94486,1
Kolpingstraße,Merchweiler,66589,1
Kolpingstraße,Melle,49326,1
Kolpingstraße,Mayen,56727,1
Kolpingstraße,Marburg,35043,1
Kolpingstraße,Landshut,84028,1
Kolpingstraße,Kißlegg,88353,1
Kolonie,Hagenburg,31558,1
Kollwitzstraße,Warburg,34414,1
Koblenzer Straße,Helmeroth,57612,1
Kollwitzstraße,St. Leon-Rot,68789,1
Kohlstattstraße,Garmisch-Partenkirchen,82467,1
Kohlstattstraße,Au in der Hallertau,84072,1
Kohlplattenweg,Künzelsau,74653,1
Kohlplattenweg,Bad Wildbad,75323,1
Kohlenweg,Wilnsdorf,57234,1
Kohlenweg,Kierspe,58566,1
Kohlenweg,Augustdorf,32832,1
Kohlenstraße,Schkopau,06258,1
Kohlenstraße,Niemetal,37127,1
Kohlenstraße,Moers,47443,1
Kohlenstraße,Mannheim,68159,1
Kohlenstraße,Essen,45529,1
Kohlenstraße,Allstedt,06542,1
Kochstraße,Rheine,48429,1
Kochstraße,Kirchheim an der Weinstraße,67281,1
Kochstraße,Falkensee,14612,1
Kochstraße,Erlangen,91054,1
Kochstraße,Arnstorf,94424,1
Kocherstraße,Weil der Stadt,71263,1
Kocherstraße,Ingersheim,74379,1
Koblenzer Straße,Montabaur,56410,1
Koblenzer Straße,Mayen,56727,1
Koblenzer Straße,Limburg a. d. Lahn,65556,1
Kohlstattstraße,Odelzhausen,85235,1
Kohlstattweg,Bad Feilnbach,83075,1
Kohlstattweg,Lichtenfels,96215,1
Kolberger Straße,Oberhausen,46145,1
Kollwitzstraße,Mölln,23879,1
Kollwitzstraße,Langen,63225,1
Kollwitzstraße,Bayreuth,95447,1
Kolkweg,Moormerland,26802,1
Kolberger Weg,Rheinberg,47495,1
Kolberger Weg,Hamm,59067,1
Kolberger Weg,Hagen am Teutoburger Wald,49170,1
Kolberger Straße,Vollersode,27729,1
Kolberger Straße,Rendsburg,24768,1
Kolberger Straße,Recklinghausen,45665,1
Kolberger Straße,Herne,44649,1
Kohlstattweg,Seeon-Seebruck,83370,1
Kolberger Straße,Geestland,27607,1
Kolberger Straße,Cuxhaven,27478,1
Kohlweg,Schlüchtern,36381,1
Kohlweg,Kirtorf,36320,1
Kohlstraße,Wuppertal,42111,1
Kohlstraße,München,80469,1
Kohlstraße,Lemgo,32657,1
Kohlstraße,Bexbach,66450,1
Kohlstraße,Bad Münstereifel,53881,1
Kohlstattweg,Thannhausen,86470,1
Kirchheimer Straße,Mittelneufnach,86868,1
Kirchheimer Straße,Lenningen,73252,1
Kirchheimer Straße,Kirchheim bei München,85586,1
Karl-Marx-Straße,Seddiner See,14554,1
Karlstraße,Berlin,13357,1
Karlstraße,Baden-Baden,76530,1
Karlstraße,Bad Honnef,53604,1
Karlstraße,Albstadt,72459,1
Karlsruher Straße,Köln,50679,1
Karlsruher Straße,Hannover,30880,1
Karlsruher Straße,Augsburg,86154,1
Karlsplatz,Ulm,89073,1
Karlshof,Karlsruhe,76133,1
Karlsbader Straße,Windischeschenbach,92670,1
Karlsbader Straße,Weisendorf,91085,1
Karlsbader Straße,Trebur,65468,1
Karlsbader Straße,Sehmatal,09465,1
Karlsbader Straße,Schwaig bei Nürnberg,90571,1
Karlsbader Straße,Schwabach,91126,1
Karlsbader Straße,München,80937,1
Karlsbader Straße,Hünfelden,65597,1
Karlsbader Straße,Ettringen,86833,1
Karlsbader Straße,Dormitz,91077,1
Karlsbader Straße,Berlin,14193,1
Karlsbader Straße,Baiersdorf,91094,1
Karlsbader Straße,Annaberg-Buchholz,09456,1
Karl-Theodor-Straße,Walldorf,69190,1
Karlstraße,Coburg,96450,1
Karlstraße,Delitzsch,04509,1
Karlstraße,Duisburg,47178,1
Karlstraße,Perleberg,19348,1
Karlstraße,Wetzlar,35586,1
Karlstraße,Weinböhla,01689,1
Karlstraße,Villingen-Schwenningen,78054,1
Karlstraße,Tangermünde,39590,1
Karlstraße,Südeichsfeld,99988,1
Karlstraße,Stuhr,28816,1
Karlstraße,Schopfloch,91626,1
Karlstraße,Sankt Ingbert,66386,1
Karlstraße,Salach,73084,1
Karlstraße,Planegg,82152,1
Karlstraße,Manching,85077,1
Karlstraße,Eberdingen,71735,1
Karlstraße,Langweid am Lech,86462,1
Karlstraße,Langenau,89129,1
Karlstraße,Köln,51143,1
Karlstraße,Kolbermoor,83059,1
Karlstraße,Hille,32479,1
Karlstraße,Heiligenhaus,42579,1
Karlstraße,Goch,47574,1
Karlstraße,Gauting,82131,1
Karlstraße,Forchheim,91301,1
Karlstraße,Eningen unter Achalm,72800,1
Karl-Marx-Straße,Themar,98660,1
Karl-Marx-Straße,Schipkau,01993,1
Karlstraße,Zella-Mehlis,98544,1
Karl-Marx-Straße,Roßwein,04741,1
Karl-Liebknecht-Straße,Köthen (Anhalt),06366,1
Karl-Liebknecht-Straße,Hoyerswerda,02977,1
Karl-Liebknecht-Straße,Herzberg (Elster),04916,1
Karl-Liebknecht-Straße,Hennigsdorf,16761,1
Karl-Liebknecht-Straße,Elxleben,99189,1
Karl-Liebknecht-Straße,Bitterfeld-Wolfen,06803,1
Karl-Liebknecht-Straße,Bilzingsleben,06578,1
Karl-Liebknecht-Straße,Altentreptow,17087,1
Karl-Benz-Straße,Waldbröl,51545,1
Karl-Arnold-Straße,Warstein,59581,1
Karl-Arnold-Straße,Bedburg,50181,1
Kardinal-von-Galen-Straße,Sundern,59846,1
Kardinal-von-Galen-Straße,Sendenhorst,48324,1
Kardinal-von-Galen-Straße,Haltern am See,45721,1
Kardinal-von-Galen-Straße,Gescher,48712,1
Kapuzinerstraße,Laufen,83410,1
Kapuzinerstraße,Fürstenfeldbruck,82256,1
Kapuzinerstraße,Fulda,36043,1
Kapuzinerstraße,Baden-Baden,76530,1
Kapuzinergasse,Schwäbisch Gmünd,73525,1
Kapuzinergasse,Breisach am Rhein,79206,1
Kapfweg,Schemmerhofen,88433,1
Kapfweg,Ammerbuch,72119,1
Karl-Liebknecht-Straße,Lauter-Bernsbach,08315,1
Karl-Liebknecht-Straße,Markkleeberg,04416,1
Karl-Liebknecht-Straße,Mühlenbecker Land,16552,1
Karl-Marx-Straße,Biederitz,39175,1
Karl-Marx-Straße,Niedergörsdorf,14913,1
Karl-Marx-Straße,Lützen,06686,1
Karl-Marx-Straße,Leverkusen,51373,1
Karl-Marx-Straße,Lauchhammer,01979,1
Karl-Marx-Straße,Küstriner Vorland,15328,1
Karl-Marx-Straße,Kleinmachnow,14165,1
Karl-Marx-Straße,Farnstädt,06279,1
Karl-Marx-Straße,Dohna,01809,1
Karl-Marx-Straße,Doberlug-Kirchhain,03253,1
Karl-Marx-Straße,Crawinkel,99330,1
Karl-Marx-Straße,Berlin,14532,1
Karl-Liebknecht-Straße,Nauen,14641,1
Karl-Marx-Platz,Vogelsberg,99610,1
Karl-Marx-Platz,Rathenow,14712,1
Karl-Marx-Platz,Löwenberger Land,16775,1
Karl-Marx-Platz,Huy,38836,1
Karl-Liebknecht-Straße,Walldorf,98639,1
Karl-Liebknecht-Straße,Sömmerda,99610,1
Karl-Liebknecht-Straße,Rosenbach/Vogtl.,08548,1
Karl-Liebknecht-Straße,Remstädt,99869,1
Karl-Liebknecht-Straße,Oschatz,04758,1
Karl-Liebknecht-Straße,Neustadt in Sachsen,01844,1
Karlstraße,Wollin,14778,1
Karolinenstraße,Fürth,90431,1
Kapellenweg,Wiesent,93109,1
Kastanienring,Salzatal,06198,1
Kastanienweg,Erbendorf,92681,1
Kastanienweg,Emden,26725,1
Kastanienweg,Dürrröhrsdorf-Dittersbach,01833,1
Kastanienweg,Datzetal,17099,1
Kastanienweg,Cadolzburg,90556,1
Kastanienweg,Bönen,59199,1
Kastanienweg,Burg Stargard,17094,1
Kastanienweg,Buchloe,86807,1
Kastanienweg,Bräunlingen,78199,1
Kastanienweg,Bottrop,46236,1
Kastanienweg,Bernau,16321,1
Kastanienweg,Aschheim,85609,1
Kastanienweg,Aalen,73430,1
Kastanienstraße,Westerstede,26655,1
Kastanienstraße,Westerngrund,63825,1
Kastanienstraße,Waldrohrbach,76857,1
Kastanienstraße,Sulz am Neckar,72172,1
Kastanienstraße,Lengede,38268,1
Kastanienstraße,Dörrenbach,76889,1
Kastanienstraße,Berne,27809,1
Kastanienstraße,Bad Doberan,18209,1
Kastanienstraße,Aichstetten,88317,1
Kastanienring,Wörrstadt,55286,1
Kastanienweg,Gnarrenburg,27442,1
Kastanienweg,Großenlüder,36137,1
Kastanienweg,Hausen (Wied),53547,1
Kastanienweg,Mayen,56727,1
Kastanienweg,Ringe,49824,1
Kastanienweg,Rhede (Ems),26899,1
Kastanienweg,Rastatt,76437,1
Kastanienweg,Pleinfeld,91785,1
Kastanienweg,Plauen,08529,1
Kastanienweg,Pirmasens,66953,1
Kastanienweg,Petersdorf,86574,1
Kastanienweg,Ofterdingen,72131,1
Kastanienweg,Neu Wulmstorf,21629,1
Kastanienweg,Mengen,88512,1
Kastanienweg,Marktleugast,95352,1
Kastanienweg,Hemmoor,21745,1
Kastanienweg,Lippstadt,59555,1
Kastanienweg,Lindlar,51789,1
Kastanienweg,Kirchgellersen,21394,1
Kastanienweg,Kamen,59174,1
Kastanienweg,Idstein,65510,1
Kastanienweg,Hoyerswerda,02977,1
Kastanienweg,Holldorf,17094,1
Kastanienweg,Herzogenrath,52134,1
Kastanienweg,Herzogenaurach,91074,1
Kastanienweg,Herleshausen,37293,1
Kastanienring,Schirnding,95706,1
Kastanienhof,Lentföhrden,24632,1
Karolinenstraße,Fürth,90763,1
Kastanienhof,Handewitt,24983,1
Kasseler Straße,Nürnberg,90491,1
Kasseler Straße,Neuhof,36119,1
Kasseler Straße,Halle (Saale),06130,1
Kasseler Straße,Habichtswald,34317,1
Kasseler Straße,Cölbe,35091,1
Karwendelstraße,Merching,86504,1
Karrenweg,Fröndenberg/Ruhr,58730,1
Karrenweg,Bernau im Schwarzwald,79872,1
Karpfenweg,Tuningen,78609,1
Karpfenweg,Salzbergen,48499,1
Karpfenweg,Oerlinghausen,33813,1
Karpfenweg,Brake,26919,1
Karpfenstraße,Wellendingen,78669,1
Karpfenstraße,Schnaittach,91220,1
Karpfenstraße,Eching,84174,1
Karolingerstraße,Lorsch,64653,1
Karolingerstraße,Heitersheim,79423,1
Karolingerstraße,Aalen,73432,1
Karolinenstraße,Sulzbach-Rosenberg,92237,1
Karolinenstraße,München,80538,1
Karolinenstraße,Mülheim an der Ruhr,45475,1
Karolinenstraße,Lichtenfels,96215,1
Karolinenstraße,Hamburg,20357,1
Kasseler Straße,Ronshausen,36217,1
Kasseler Straße,Staufenberg,34355,1
Kastanienallee,Berlin,10435,1
Kastanienallee,Plau am See,19395,1
Kastanienhof,Dessau-Roßlau,06847,1
Kastanienhof,Achim,28832,1
Kastanienallee,Wolfsberg,98704,1
Kastanienallee,Wolde,17091,1
Kastanienallee,Testorf-Steinfort,23936,1
Kastanienallee,Steinfeld,24888,1
Kastanienallee,Staßfurt,39443,1
Kastanienallee,Rellingen,25462,1
Kastanienallee,Reinsberg,09629,1
Kastanienallee,Potsdam,14471,1
Kastanienallee,Neuss,41464,1
Kastanienallee,Bliestorf,23847,1
Kastanienallee,Leipzig,04159,1
Kastanienallee,Kleve,47533,1
Kastanienallee,Karlsruhe,76189,1
Kastanienallee,Hagenow,19230,1
Kastanienallee,Friedland,17098,1
Kastanienallee,Frankfurt am Main,60318,1
Kastanienallee,Dolgen am See,18299,1
Kastanienallee,Burg,39288,1
Kastanienallee,Brandis,04824,1
Kastanienallee,Brand-Erbisdorf,09618,1
Kapellenweg,Wächtersbach,63607,1
Kapellenweg,Wienhausen,29342,1
Kirchheimer Straße,Elxleben,99334,1
Kampstraße,Lathen,49762,1
Kanalstraße,Memmingen,87700,1
Kanalstraße,Langenargen,88085,1
Kanalstraße,Laar,49824,1
Kanalstraße,Heilbronn,74076,1
Kanalstraße,Hannover,30629,1
Kanalstraße,Göldenitz,23919,1
Kanalstraße,Grambek,23883,1
Kanalstraße,Gernsbach,76571,1
Kanalstraße,Ettlingen,76275,1
Kanalstraße,Coburg,96450,1
Kanalstraße,Bergkamen,59192,1
Kanalstraße,Au am Rhein,76474,1
Kanalstraße,Altenburg,04600,1
Kampweg,Werben (Elbe),39615,1
Kampweg,Weilrod,61389,1
Kampweg,Wassenberg,41849,1
Kampweg,Porta Westfalica,32457,1
Kampweg,Dörpen,26892,1
Kampstraße,Wietzendorf,29649,1
Kampstraße,Vlotho,32602,1
Kampstraße,Recklinghausen,45659,1
Kampstraße,Porta Westfalica,32457,1
Kampstraße,Olfen,59399,1
Kanalstraße,Nettetal,41334,1
Kanalstraße,Remshalden,73630,1
Kanalstraße,Schorfheide,16244,1
Kandelstraße,Reute,79276,1
Kantstraße,Gotha,99867,1
Kantstraße,Flensburg,24943,1
Kantstraße,Duisburg,47198,1
Kantstraße,Duisburg,47179,1
Kantstraße,Duisburg,47166,1
Kantstraße,Braunschweig,38112,1
Kantstraße,Bovenden,37120,1
Kantstraße,Bersenbrück,49593,1
Kantstraße,Augsburg,86167,1
Kandelstraße,Sinsheim,74889,1
Kandelstraße,Freiburg im Breisgau,79106,1
Kanalstraße,Velten,16727,1
Kandelstraße,Breisach am Rhein,79206,1
Kanalweg,Neulingen,75245,1
Kanalweg,Karlsruhe,76131,1
Kanalweg,Bad Vilbel,61118,1
Kanalstraße,Wolfratshausen,82515,1
Kanalstraße,Wingst,21789,1
Kanalstraße,Weingarten,76356,1
Kanalstraße,Waltrop,45731,1
Kanalstraße,Wahrenholz,29399,1
Kanalstraße,Wachtendonk,47669,1
Kampstraße,Linnich,52441,1
Kampstraße,Kamen,59174,1
Kantstraße,Hürth,50354,1
Kampstraße,Gevelsberg,58285,1
Kalmitstraße,Landau in der Pfalz,76829,1
Kalmitstraße,Gommersheim,67377,1
Kalmitstraße,Dudenhofen,67373,1
Kalkweg,Lichtenau,09244,1
Kalkweg,Grimma,04668,1
Kalkstraße,Haan,42781,1
Kalkofenweg,Neunkirchen,66539,1
Kalkofenweg,Berghülen,89180,1
Kalkofenstraße,Sindelfingen,71063,1
Kalkofen,Pegnitz,91257,1
Kalkofen,Lassan,17440,1
Kalkofen,Kirchheim am Ries,73467,1
Kalkofen,Heiligenhaus,42579,1
Kalkofen,Bitz,72475,1
Kaiserstraße,Waltrop,45731,1
Kaiserstraße,Stuttgart,70329,1
Kaiserstraße,Rottweil,78628,1
Kaiserstraße,Mülheim an der Ruhr,45470,1
Kaiserstraße,Landstuhl,66849,1
Kaiserstraße,Kenzingen,79341,1
Kaiserstraße,Kandern,79400,1
Kaiserstraße,Herten,45699,1
Kaiserstraße,Heidelberg,69115,1
Kalmitstraße,Worms,67551,1
Kamenzer Straße,Bernsdorf,02994,1
Kamenzer Straße,Ralbitz-Rosenthal,01920,1
Kamp,Owschlag,24811,1
Kampstraße,Essen (Oldenburg),49632,1
Kampstraße,Blankenburg,38889,1
Kampstraße,Bitzen,57539,1
Kampstraße,Aldenhoven,52457,1
Kampstraße,Ahlen,59227,1
Kampstraße,Ahaus,48683,1
Kampenwandstraße,Schleching,83259,1
Kampenwandstraße,Grassau,83224,1
Kamp,Travenhorst,23823,1
Kamp,Schwelm,58332,1
Kamp,Büren,33142,1
Kamillenweg,Gladenbach,35075,1
Kammweg,Weiler bei Bingen,55413,1
Kammweg,Steinigtwolmsdorf,01904,1
Kammweg,Marienberg,09496,1
Kammweg,Hohberg,77791,1
Kammweg,Glottertal,79271,1
Kammweg,Bissendorf,49143,1
Kammweg,Amtsberg,09439,1
Kamillenweg,Wilhelmshaven,26386,1
Kamillenweg,Schwalmtal,41366,1
Kamillenweg,Pulheim,50259,1
Kantstraße,Hoppegarten,15366,1
Kantstraße,Kassel,34121,1
Kapellenweg,Weißenhorn,89264,1
Kapellenstraße,Oberostendorf,86869,1
Kapellenweg,Emden,26721,1
Kapellenweg,Egling,82544,1
Kapellenweg,Buttenwiesen,86647,1
Kapellenweg,Boos,87737,1
Kapellenweg,Bidingen,87651,1
Kapellenweg,Beuron,88631,1
Kapellenweg,Berlin,13595,1
Kapellenweg,Bergheim,86673,1
Kapellenweg,Bedburg,50181,1
Kapellenweg,Bad Orb,63619,1
Kapellenweg,Aschaffenburg,63743,1
Kapellenweg,Ammerthal,92260,1
Kapellenweg,Albbruck,79774,1
Kapellenweg,Achberg,88147,1
Kapellenstraße,Zeitlofs,97799,1
Kapellenstraße,Würselen,52146,1
Kapellenstraße,Sinzheim,76547,1
Kapellenstraße,Scheßlitz,96110,1
Kapellenstraße,Sankt Aldegund,56858,1
Kapellenstraße,Rottweil,78628,1
Kapellenstraße,Rommerskirchen,41569,1
Kapellenstraße,Reifenberg,66507,1
Kapellenstraße,Pünderich,56862,1
Kapellenweg,Eutingen im Gäu,72184,1
Kapellenweg,Großeibstadt,97633,1
Kapellenweg,Habscheid,54597,1
Kapellenweg,Neuss,41470,1
Kapellenweg,Wangen im Allgäu,88239,1
Kapellenweg,Waiblingen,71334,1
Kapellenweg,Sankt Peter,79271,1
Kapellenweg,Saarlouis,66740,1
Kapellenweg,Rannungen,97517,1
Kapellenweg,Porta Westfalica,32457,1
Kapellenweg,Ostrach,88356,1
Kapellenweg,Oedheim,74229,1
Kapellenweg,Odenthal,51519,1
Kapellenweg,Ockenfels,53545,1
Kapellenweg,Neckarwestheim,74382,1
Kapellenweg,Haidmühle,94145,1
Kapellenweg,Martfeld,27327,1
Kapellenweg,Marktl,84533,1
Kapellenweg,Markdorf,88677,1
Kapellenweg,Lünen,44534,1
Kapellenweg,Lindenfels,64678,1
Kapellenweg,Lamspringe,31195,1
Kapellenweg,Kneitlingen,38170,1
Kapellenweg,Kaiserslautern,67657,1
Kapellenweg,Igensdorf,91338,1
Kapellenweg,Hilter,49176,1
Kapellenstraße,Pilsting,94431,1
Kapellenstraße,Nürnberg,90478,1
Kantstraße,Klein Meckelsen,27419,1
Kapellenstraße,Neusäß,86356,1
Kantstraße,Wunstorf,31515,1
Kantstraße,Weingarten,76356,1
Kantstraße,Walldürn,74731,1
Kantstraße,Trier,54294,1
Kantstraße,Templin,17268,1
Kantstraße,Solingen,42719,1
Kantstraße,Sinsheim,74889,1
Kantstraße,Schwerin,19063,1
Kantstraße,Schwelm,58332,1
Kantstraße,Schmelz,66839,1
Kantstraße,Sankt Ingbert,66386,1
Kantstraße,Ronnenberg,30952,1
Kantstraße,Pocking,94060,1
Kantstraße,Ottweiler,66564,1
Kantstraße,Oberhausen-Rheinhausen,68794,1
Kantstraße,Müllheim,79379,1
Kantstraße,Michelau in Oberfranken,96247,1
Kantstraße,Lünen,44532,1
Kantstraße,Lüneburg,21335,1
Kantstraße,Lotte,49504,1
Kantstraße,Limbach-Oberfrohna,09212,1
Kantstraße,Köthen (Anhalt),06366,1
Kantstraße,Köln,51103,1
Kantstraße,Zweibrücken,66482,1
Kantweg,Breisach am Rhein,79206,1
Kantweg,Hünfeld,36088,1
Kapellenstraße,Hausen,91353,1
Kapellenstraße,Neustadt an der Weinstraße,67435,1
Kapellenstraße,Neustadt am Rübenberge,31535,1
Kapellenstraße,München,80331,1
Kapellenstraße,Miellen,56132,1
Kapellenstraße,Langenneufnach,86863,1
Kapellenstraße,Landsberg am Lech,86899,1
Kapellenstraße,Kümmersbruck,92245,1
Kapellenstraße,Keltern,75210,1
Kapellenstraße,Hommerdingen,54675,1
Kapellenstraße,Hofstetten,86928,1
Kapellenstraße,Geltendorf,82269,1
Kantweg,Uelzen,29525,1
Kapellenstraße,Feldkirchen-Westerham,83620,1
Kapellenstraße,Erlangen,91056,1
Kapellenstraße,Ergoldsbach,84061,1
Kapellenstraße,Cochem,56812,1
Kapellenstraße,Bad Säckingen,79713,1
Kapellenstraße,Abtsgmünd,73453,1
Kapellengasse,Ellenberg,73488,1
Kapellengasse,Bad Brückenau,97769,1
Kapellenberg,Oberdolling,85129,1
Kapellenberg,Kempten (Allgäu),87439,1
Kastanienweg,Salzhemmendorf,31020,1
Kastanienweg,Sankt Augustin,53757,1
Kastanienweg,Schieder-Schwalenberg,32816,1
Kirchberg,Großrinderfeld,97950,1
Kirchengasse,Ebertsheim,67280,1
Kirchbergweg,Schleiden,53937,1
Kirchbergweg,Mulfingen,74673,1
Kirchbergweg,Dahlen,04774,1
Kirchbergweg,Adelsheim,74740,1
Kirchbergstraße,Traunreut,83374,1
Kirchbergstraße,Siegbach,35768,1
Kirchbergstraße,Schotten,63679,1
Kirchbergstraße,Sandberg,97657,1
Kirchbergstraße,Achslach,94250,1
Kirchberg,Wonfurt,97539,1
Kirchberg,Thale,06502,1
Kirchberg,Syke,28857,1
Kirchberg,Röslau,95195,1
Kirchberg,Rudelzhausen,84104,1
Kirchberg,Roßtal,90574,1
Kirchberg,Rohrbach,85296,1
Kirchberg,Pfaffenhofen an der Glonn,85235,1
Kirchberg,Osterfeld,06721,1
Kirchberg,Ilmmünster,85304,1
Kirchberg,Hörselberg-Hainich,99820,1
Kirchberg,Hohenkirchen,23968,1
Kirchberg,Harz,37449,1
Kirchenpfad,"Königheim, Dr.-Bechtold-Str.",97953,1
Kirchenpfad,Saarwellingen,66793,1
Kirchensteig,Hemmingstedt,25770,1
Kirchenstraße,Grafenwöhr,92655,1
Kirchenstraße,Oberhausen-Rheinhausen,68794,1
Kirchenstraße,Nordenham,26954,1
Kirchenstraße,Mannheim,68159,1
Kirchenstraße,Ladenburg,68526,1
Kirchenstraße,Krumbach (Schwaben),86381,1
Kirchenstraße,Krakow am See,18292,1
Kirchenstraße,Kirkel,66459,1
Kirchenstraße,Hörgertshausen,85413,1
Kirchenstraße,Heringsdorf,17419,1
Kirchenstraße,Heiligenhafen,23774,1
Kirchenstraße,Forstern,85659,1
Kirchensteig,Mauther Forst,94151,1
Kirchenstraße,Elmshorn,25335,1
Kirchenstraße,Drochtersen,21706,1
Kirchenstraße,Dentlein am Forst,91599,1
Kirchenstraße,Bützow,18246,1
Kirchenstraße,Büchen,21514,1
Kirchenstraße,Berngau,92361,1
Kirchenstraße,Arrach,93474,1
Kirchenstieg,Heidgraben,25436,1
Kirchensteig,Schwentinental,24222,1
Kirchensteig,Parsberg,92331,1
Kirchberg,Harz,37447,1
Kirchberg,Burtenbach,89349,1
Kirchenstraße,Saarbrücken,66128,1
Kirchberg,Bingen,72511,1
Kiesweg,Neuhof,36119,1
Kiesweg,Mulfingen,74673,1
Kiesweg,Minden,32423,1
Kiesweg,Köln,50739,1
Kiesweg,Klein Rönnau,23795,1
Kiesweg,Fürstenwalde/Spree,15518,1
Kiesweg,Elsterwerda,04910,1
Kiesweg,Bottrop,46244,1
Kiesstraße,Worms,67547,1
Kiesstraße,Tensfeld,23824,1
Kiesgrubenweg,Zella-Mehlis,98544,1
Kiesgrubenweg,Dasing,86453,1
Kiesgrubenweg,Bottrop,46244,1
Kiesgrubenweg,Beulich,56283,1
Kieselweg,Neuruppin,16816,1
Kieler Straße,Wiefelstede,26215,1
Kieler Straße,Warendorf,48231,1
Kieler Straße,Osterrönfeld,24790,1
Kieler Straße,Klamp,24321,1
Kieler Straße,Kassel,34134,1
Kieler Straße,Ganderkesee,27777,1
Kieler Straße,Erfurt,99085,1
Kieler Straße,Dallgow-Döberitz,14624,1
Kilianstraße,Aschaffenburg,63741,1
Kilianstraße,Eckersdorf,95488,1
Kilianstraße,Gersfeld,36129,1
Kindergartenweg,Ochtendung,56299,1
Kirchberg,Auenwald,71549,1
Kinzigstraße,Waghäusel,68753,1
Kinzigstraße,Stuttgart,70376,1
Kinzigstraße,Stadtallendorf,35260,1
Kinzigstraße,Offenburg,77652,1
Kinzigstraße,Mannheim,68167,1
Kinzigstraße,Hagen,58097,1
Kinzigstraße,Dreieich,63303,1
Kindergartenweg,Sulzfeld am Main,97320,1
Kindergartenweg,Ruhmannsfelden,94239,1
Kindergartenweg,Ipsheim,91472,1
Kilianstraße,Großheubach,63920,1
Kindergartenweg,Horb am Neckar,72160,1
Kindergartenweg,Breidenbach,35236,1
Kindergartenweg,Blumberg,78176,1
Kindergartenweg,Birgland,92262,1
Kindergartenstraße,Offingen,89362,1
Kindergartenstraße,Hausen am Tann,72361,1
Kindergartenstraße,Freckenfeld,76872,1
Kilianstraße,Mühltal,64367,1
Kilianstraße,Kleinwallstadt,63839,1
Kilianstraße,Heilbronn,74072,1
Kirchenstraße,Regen,94209,1
Kirchenstraße,Sankt Peter-Ording,25826,1
Kastanienweg,Schleiden,53937,1
Kirchgasse,Medlingen,89441,1
Kirchgasse,Rohrenfels,86701,1
Kirchgasse,Rhönblick,98617,1
Kirchgasse,Reichelsheim,61203,1
Kirchgasse,Radolfzell,78315,1
Kirchgasse,Pritzwalk,16928,1
Kirchgasse,Pliezhausen,72124,1
Kirchgasse,Plauen,08547,1
Kirchgasse,Passau,94034,1
Kirchgasse,Oerlenbach,97714,1
Kirchgasse,Oberhausen an der Nahe,55585,1
Kirchgasse,Obergünzburg,87634,1
Kirchgasse,Nottleben,99192,1
Kirchgasse,Niederstetten,97996,1
Kirchgasse,Niedernberg,63843,1
Kirchgasse,Niederlauer,97618,1
Kirchgasse,Neustadt-Glewe,19306,1
Kirchgasse,Neusalza-Spremberg,02742,1
Kirchgasse,Neunkirchen,56479,1
Kirchgasse,Neuerburg,54673,1
Kirchgasse,Mülverstedt,99947,1
Kirchgasse,Mörfelden-Walldorf,64546,1
Kirchgasse,Moos,78345,1
Kirchgasse,Miehlen,56357,1
Kirchgasse,Rosbach v. d. Höhe,61191,1
Kirchgasse,Röttingen,97285,1
Kirchgasse,Schalksmühle,58579,1
Kirchgasse,Weißenfels,06667,1
Kirchheimer Straße,Dettingen unter Teck,73265,1
Kirchheimer Straße,Dackenheim,67273,1
Kirchheimer Straße,Bad Münstereifel,53902,1
Kirchheimer Straße,Arnstadt,99310,1
Kirchgäßchen,Undenheim,55278,1
Kirchgäßchen,Eisenheim,97247,1
Kirchgraben,Stepfershausen,98617,1
Kirchgasse,Wittighausen,97957,1
Kirchgasse,Wetzlar,35578,1
Kirchgasse,Werneck,97440,1
Kirchgasse,Weinolsheim,55278,1
Kirchgasse,Scheibenberg,09481,1
Kirchgasse,Weinbergen,99998,1
Kirchgasse,Waltershausen,99880,1
Kirchgasse,Trittenheim,54349,1
Kirchgasse,Tangerhütte,39517,1
Kirchgasse,Steinbach,61449,1
Kirchgasse,Spiegelberg,71579,1
Kirchgasse,Schwerstedt,99439,1
Kirchgasse,Schwanfeld,97523,1
Kirchgasse,Schwalmstadt,34613,1
Kirchgasse,Schleiz,07907,1
Kirchgasse,Merseburg,06217,1
Kirchgasse,Kühlenthal,86707,1
Kirchenstraße,Schwaan,18258,1
Kirchgasse,Krauchenwies,72505,1
